competitions_id,teamId,team_rank,totalTeams,profile_id_str,flags,team_capacity,members_num,avg_abi,avg_qua,avg_par,country_num
5174,320891,5,546,abhishek;agrigorev,1,99.08 ,2,45.64 ,3327.00 ,107.00 ,2
12500,3209150,156,3165,aditya23;jinendra,1,95.07 ,2,0.24 ,1709.50 ,9.00 ,2
11838,3209815,30,144,alekseynp;rwightman,1,79.17 ,2,2.91 ,2900.50 ,16.00 ,1
5174,321022,18,546,dimitrislev;giorgosvamvakas,1,96.70 ,2,1.10 ,2606.00 ,30.50 ,1
5174,321031,154,546,tokukawa;iuga77;esiravegna;nicotom,1,71.79 ,4,0.06 ,2376.75 ,5.00 ,2
14239,3210326,1246,1832,vishnuvreddy;sarveswara,1,31.99 ,2,0.06 ,1114.50 ,2.00 ,1
5056,321050,1270,1971,mishok13;mshytikov,1,35.57 ,2,0.09 ,2297.50 ,2.50 ,1
12500,3211291,1153,3165,fracapponi87;pretidav,1,63.57 ,2,0.06 ,1478.00 ,1.50 ,2
5174,321202,2,546,thequants;kazanova;sonnylaskar;anokas,1,99.63 ,4,23.96 ,2540.25 ,81.50 ,4
11000,3213603,3412,4521,denken;boykoaa,1,24.53 ,2,1.35 ,1369.00 ,27.50 ,1
11836,3214312,51,281,liangshaoqiang;finlay;yuconan,1,81.85 ,3,1.79 ,1702.00 ,24.00 ,1
14239,3215041,1236,1832,karanthakkar;rashi8496,1,32.53 ,2,0.01 ,1903.00 ,1.00 ,1
5048,321691,52,1438,mathatoms;diffuse,1,96.38 ,2,0.15 ,1965.50 ,1.00 ,1
5056,321801,1135,1971,eustachia;archie18,1,42.42 ,2,0.03 ,1890.50 ,2.00 ,2
11838,3218195,47,144,liangshaoqiang;finlay;yuconan,1,67.36 ,3,1.79 ,1702.00 ,24.00 ,1
5048,321845,1382,1438,jerryx;zirenzhe,1,3.89 ,2,0.01 ,1824.00 ,1.00 ,1
11000,3219114,743,4521,alexstr;stasvr,1,83.57 ,2,0.85 ,1607.00 ,14.50 ,1
12500,3219409,21,3165,vendredi218;panziqi;liyushihaoren2,1,99.34 ,3,0.39 ,1219.67 ,8.33 ,2
14239,3219547,295,1832,peterljw;bigrain0112,1,83.90 ,2,0.01 ,830.50 ,2.00 ,1
10700,3221008,301,880,ackusingh;dileepschauhan,1,65.80 ,2,0.06 ,889.50 ,3.50 ,1
5056,322170,21,1971,titericz;davutpolat;kazanova;mmueller;raddar,1,98.93 ,5,41.36 ,2713.60 ,108.80 ,5
5174,322251,4,546,vikulin;zfturbo,1,99.27 ,2,14.93 ,2185.50 ,64.50 ,2
14239,3224420,495,1832,hansol1sol;neocorleone,1,72.98 ,2,0.59 ,907.50 ,10.50 ,1
5056,322447,1787,1971,niyazm;joedevelops,1,9.34 ,2,0.02 ,1838.00 ,1.00 ,1
5174,322539,123,546,ardalanm;evgenybazarov,1,77.47 ,2,0.39 ,2361.50 ,11.00 ,1
5174,322643,52,546,snowdog;ebeserra,1,90.48 ,2,0.61 ,2164.00 ,8.00 ,1
5056,322649,946,1971,akashsrivastava0;josess1990,1,52.00 ,2,0.02 ,2530.00 ,1.00 ,2
5174,322707,3,546,titericz;mariofilho;kelexu;remap1;praveenadepu,1,99.45 ,5,25.89 ,2504.20 ,76.40 ,4
14313,3227449,728,2749,areveillon;leptony,1,73.52 ,2,0.85 ,1074.50 ,5.00 ,2
14313,3227503,1475,2749,peterljw;bigrain0112,1,46.34 ,2,0.01 ,830.50 ,2.00 ,1
5056,322786,952,1971,oinkoink;babuck05,1,51.70 ,2,0.02 ,2552.00 ,2.00 ,1
14313,3228237,182,2749,lftuwujie;alexanderliao;billbafare;gogo827jz,1,93.38 ,4,5.93 ,1252.25 ,31.75 ,3
5174,322832,489,546,altriaex;rexxarm,1,10.44 ,2,0.02 ,1925.50 ,1.50 ,2
14313,3228471,1006,2749,bluexleoxgreen;go1dfish,1,63.40 ,2,0.66 ,1094.00 ,20.00 ,1
14313,3229450,1501,2749,behloolsabir;pratyaya,1,45.40 ,2,0.01 ,1622.00 ,1.00 ,1
14313,3229606,230,2749,hqphat;infinitas,1,91.63 ,2,1.15 ,2097.00 ,14.50 ,2
14313,3229875,174,2749,mjahrer;andreastoescher,1,93.67 ,2,13.34 ,3618.50 ,44.00 ,1
14313,3230065,2495,2749,lakshmi25npathi;ramanchandra,1,9.24 ,2,0.22 ,860.00 ,2.00 ,1
5056,323058,1846,1971,anondo;safialmamun,1,6.34 ,2,0.02 ,2055.00 ,2.00 ,2
14313,3230655,1462,2749,hervind;saputro,1,46.82 ,2,0.11 ,1618.50 ,13.50 ,2
14313,3230688,1843,2749,onurcopur;nakip0907,1,32.96 ,2,0.18 ,1468.00 ,9.00 ,2
14313,3230858,171,2749,alexeypustynnikov;dmitryeremeev,1,93.78 ,2,0.19 ,1111.00 ,4.00 ,1
5056,323171,769,1971,wwwjk366;diwu272,1,60.98 ,2,0.05 ,1944.00 ,8.50 ,1
5174,323173,365,546,wwwjk366;diwu272,1,33.15 ,2,0.05 ,1944.00 ,8.50 ,1
14313,3231890,973,2749,metcalf;zachglick,1,64.61 ,2,0.01 ,1036.00 ,1.00 ,1
14313,3232305,189,2749,yonghao;leonshangguan,1,93.12 ,2,2.02 ,1104.00 ,18.00 ,1
14313,3233143,336,2749,thakurrajanand;sourabhjha,1,87.78 ,2,5.80 ,2969.00 ,111.50 ,1
14313,3233281,2241,2749,sanyuanwang;hsiaoyi,1,18.48 ,2,0.03 ,2220.50 ,4.50 ,1
14313,3233282,698,2749,process531;dyyalex,1,74.61 ,2,0.92 ,914.50 ,8.50 ,1
14313,3233641,2703,2749,luji01;davefrank419,1,1.67 ,2,0.73 ,855.00 ,4.00 ,1
